"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"RQ1PRJD0002","01"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","01","99","99","    1.64"," ","E"," 3"
"RQ1PRJD0002","02"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","02","99","99","    2.44"," ","E"," 3"
"RQ1PRJD0002","03"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","03","99","99","    3.04"," ","E"," 3"
"RQ1PRJD0002","04"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","04","99","99","    3.45"," ","E"," 4"
"RQ1PRJD0002","05"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","05","99","99","    5.88"," ","E"," 4"
"RQ1PRJD0002","06"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","06","99","99","    3.91"," ","E"," 4"
"RQ1PRJD0002","07"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","07","99","99","    3.65"," ","E"," 4"
"RQ1PRJD0002","08"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","08","99","99","    6.18"," ","E"," 4"
"RQ1PRJD0002","09"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","09","99","99","    6.69"," ","E"," 4"
"RQ1PRJD0002","10"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","10","99","99","    8.06"," ","E"," 4"
"RQ1PRJD0002","11"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","11","99","99","    7.32"," ","E"," 4"
"RQ1PRJD0002","12"," 18.0281"," -66.5383","  30.2","JUANA DIAZ 2.9 SW, PR RQ","12","99","99","    2.56"," ","E"," 4"
